employer,submit date,start date,case status,job title,base salary,salary to,city,state
cyberthink inc,10/24/2014,11/3/2014,certified,software developer,74000,,white plains,ny
cyberthink inc,10/31/2014,11/17/2014,certified,software developer,74000,,san francisco,ca
cyberthink inc,10/31/2014,10/31/2014,certified,software developer,74000,,san francisco,ca
global infotech services llc,11/10/2014,11/15/2014,certified,software developer,74000,,white plains,ny
cyberthink inc,11/11/2014,11/24/2014,certified,software developer,74000,,white plains,ny
cyberthink inc,11/11/2014,11/24/2014,certified,software developer,74000,,jersey city,nj
radian solutions llc,11/14/2014,11/14/2014,certified,software developer,74000,,san francisco,ca
rapidit inc,11/24/2014,11/24/2014,certified,software developer,74000,,atlanta,ga
nisum technologies inc,11/25/2014,1/5/2015,certified,software developer,74000,,san francisco,ca
sun power consulting llc,12/5/2014,12/5/2014,certified,software developer,74000,,san francisco,ca
cybage software inc,10/22/2013,10/31/2013,certified,software developer,74000,,redmond,wa
congruent solutions inc,11/13/2013,11/13/2013,certified,software developer,74000,,westlake village,ca
veritis group inc,12/30/2013,12/30/2013,certified,software developer,74000,,novato,ca
arch international group inc,1/24/2014,1/31/2014,certified,software developer,74000,,bethesda,md
loqate inc,2/24/2014,8/22/2014,certified,software developer,74000,90000,san mateo,ca
saxon global inc,2/28/2014,8/25/2014,certified,software developer,74000,,somers,ny
integral consulting services inc,3/4/2014,9/3/2014,certified,software developer,74000,,mclean,va
rivi consulting group inc,3/14/2014,8/31/2014,certified,software developer,74000,,alpharetta,ga
blue star infotech america inc,3/20/2014,9/1/2014,certified,software developer,74000,,ontario,ca
blue star infotech america inc,3/13/2014,9/1/2014,certified,software developer,74000,,ontario,ca
cignex datamatics inc,3/14/2014,9/10/2014,certified,software developer,74000,,livonia,mi
cignex datamatics inc,3/14/2014,9/10/2014,certified,software developer,74000,,livonia,mi
stamford solutions inc,3/17/2014,9/16/2014,denied,software developer,74000,,round rock,tx
youngsoft inc,3/15/2014,9/14/2014,certified,software developer,74000,,metro wixom,mi
stamford solutions inc,3/18/2014,9/16/2014,denied,software developer,74000,,round rock,tx
infomergy inc,3/18/2014,9/17/2014,certified,software developer,74000,,piscatway township,nj
tiny planet inc,3/18/2014,9/17/2014,certified,software developer,74000,,piscatway township,nj
picatcha inc,3/19/2014,9/18/2014,certified,software developer,74000,,san francisco,ca
fusion plus solutions inc,3/22/2014,9/18/2014,certified,software developer,74000,,redmond,wa
stamford solutions inc,3/24/2014,9/16/2014,certified,software developer,74000,,round rock,tx
stamford solutions inc,3/24/2014,9/16/2014,certified,software developer,74000,,round rock,tx
qualinfotech solutions inc,4/16/2014,6/24/2014,certified,software developer,74000,,mountlake terrace,wa
infomatics corp,4/28/2014,4/28/2014,certified,software developer,74000,,redmond,wa
nisum technologies inc,5/5/2014,5/26/2014,certified,software developer,74000,,san francisco,ca
global touchpoints inc,5/23/2014,6/9/2014,certified,software developer,74000,,richmond,va
cyberthink inc,6/3/2014,6/18/2014,certified,software developer,74000,,san francisco,ca
nalashaa llc,6/3/2014,6/4/2014,certified,software developer,74000,,redmond,wa
cyberthink inc,7/22/2014,8/11/2014,certified,software developer,74000,,new york,ny
avant-garde solutions ltd,8/19/2014,8/25/2014,certified,software developer,74000,,phoenix,az
infobahn softworld inc,8/18/2014,10/2/2014,certified,software developer,74000,,menlo park,ca
saxon global inc,9/2/2014,9/4/2014,certified,software developer,74000,,detroit,mi
cyberthink inc,9/3/2014,9/8/2014,certified,software developer,74000,,jersey city,nj
3i infotech inc,9/4/2014,10/9/2014,certified,software developer,74000,,new york,ny
waynsys inc,9/5/2014,9/5/2014,certified,software developer,74000,,san rafael,ca
waynsys inc,9/5/2014,10/15/2014,certified,software developer,74000,,san rafael,ca
silverxis inc,9/9/2014,9/9/2014,certified,software developer,74000,,boston,ma
i-link solutions inc,9/11/2014,9/11/2014,certified,software developer,74000,,new york,ny
enthsquare inc,9/12/2014,9/12/2014,certified,software developer,74000,,oaks,pa
agasti llc,9/19/2014,9/29/2014,certified,software developer,74000,,baltimore,md
palador inc,9/24/2014,10/1/2014,certified,software developer,74000,,ithaca,ny
lumific inc,8/17/2014,8/31/2014,certified,software developer,74000,,san francisco,ca
gcr inc,10/26/2012,12/4/2012,certified,software developer,74000,,baton rouge,la
the united solutions group inc,11/29/2012,12/3/2012,denied,software developer,74000,,plymouth meeting,pa
the united solutions group inc,12/5/2012,12/6/2012,certified,software developer,74000,,plymouth meeting,pa
cignex datamatics inc,2/1/2013,8/1/2013,withdrawn,software developer,74000,,pittsburgh,pa
cignex datamatics inc,2/4/2013,8/4/2013,certified,software developer,74000,,pittsburgh,pa
research in motion corporation,2/4/2013,8/1/2013,certified,software developer,74000,155600,bellevue,wa
research in motion corporation,2/4/2013,8/1/2013,certified,software developer,74000,129700,irving,tx
qualinfotech solutions inc,3/25/2013,3/25/2013,certified,software developer,74000,,mountlake terrace,wa
university of california at santa barbara,4/18/2013,9/1/2013,certified,software developer,74000,,santa barbara,ca
collabera solutions pvt ltd formerly gci solutions,5/8/2013,5/20/2013,certified,software developer,74000,,redmond,wa
collabera solutions pvt ltd formerly gci solutions,5/8/2013,5/20/2013,certified,software developer,74000,,redmond,wa
collabera inc; previously known as gci,5/13/2013,5/20/2013,certified,software developer,74000,,redmond,wa
collabera inc; previously known as gci,5/13/2013,5/20/2013,certified,software developer,74000,,redmond,wa
itech us inc,5/15/2013,6/3/2013,certified,software developer,74000,,louisville,ky
nalashaa llc,8/8/2013,8/15/2013,certified,software developer,74000,,kirkland,wa
numira biosciences inc,8/27/2013,9/20/2013,denied,software developer,74000,,salt lake city,ut
cirrus systems inc,8/29/2013,9/9/2013,certified,software developer,74000,,san rafael,ca
numira biosciences inc,9/5/2013,9/20/2013,certified,software developer,74000,,salt lake city,ut
yashraj technologies inc,9/18/2013,9/18/2013,certified,software developer,74000,,somers,ny
wrapp us inc,9/18/2013,10/1/2013,certified,software developer,74000,90000,san francisco,ca
nalashaa llc,9/19/2013,9/26/2013,certified,software developer,74000,,new york,ny
oracle america inc,6/18/2013,6/25/2013,certified,software developer,74006,106614,st. joseph,mo
gdn infotech inc,1/31/2013,1/31/2013,certified,software developer,74090,80000,hopkinton,ma
ibm corporation,12/3/2014,6/3/2015,certified,software developer,74194,85185,dublin,oh
ibm corporation,12/15/2014,6/15/2015,certified,software developer,74194,85185,dublin,oh
mastech inc a mastech holdings inc company,7/1/2014,7/1/2014,certified,software developer,74194,89194,hilliard,oh
ntt data inc,7/10/2014,7/18/2014,certified,software developer,74194,110000,marysville,oh
mastech inc a mastech holdings inc company,7/17/2014,7/17/2014,certified,software developer,74194,89194,columbus,oh
ntt data inc,7/18/2014,7/25/2014,certified,software developer,74194,110000,marysville,oh
ntt data inc,8/20/2014,9/29/2014,certified,software developer,74194,120000,marysville,oh
ntt data inc,9/10/2014,10/16/2014,certified,software developer,74194,120000,marysville,oh
cw professional services llc,9/29/2014,12/29/2014,certified,software developer,74200,,columbuus,oh
tata consultancy services limited,11/3/2014,11/19/2014,certified,software developer,74200,,san diego,ca
tata consultancy services limited,12/2/2014,12/2/2014,certified,software developer,74200,,san diego,ca
tata consultancy services limited,3/12/2014,3/12/2014,certified,software developer,74200,,san diego,ca
tata consultancy services limited,3/12/2014,3/12/2014,certified,software developer,74200,,san diego,ca
tata consultancy services limited,7/23/2014,10/1/2014,denied,software developer,74200,,san diego,ca
tata consultancy services limited,3/15/2013,9/13/2013,certified,software developer,74200,,san diego,ca
tata consultancy services limited,3/15/2013,9/13/2013,certified,software developer,74200,,san diego,ca
tata consultancy services limited,3/21/2013,9/20/2013,certified,software developer,74200,76200,san diego,ca
tata consultancy services limited,3/21/2013,9/20/2013,certified,software developer,74200,76200,san diego,ca
tata consultancy services limited,3/21/2013,9/20/2013,certified,software developer,74200,76200,san diego,ca
tata consultancy services limited,6/5/2013,6/6/2013,withdrawn,software developer,74200,,san diego,ca
tata consultancy services limited,6/5/2013,6/6/2013,withdrawn,software developer,74200,,san diego,ca
tata consultancy services limited,6/5/2013,6/6/2013,withdrawn,software developer,74200,,san diego,ca
tata consultancy services limited,6/5/2013,6/6/2013,withdrawn,software developer,74200,,san diego,ca
tata consultancy services limited,6/5/2013,6/6/2013,withdrawn,software developer,74200,,san diego,ca
tata consultancy services limited,6/5/2013,6/6/2013,withdrawn,software developer,74200,,san diego,ca
tata consultancy services limited,6/5/2013,6/6/2013,withdrawn,software developer,74200,,san diego,ca
tata consultancy services limited,6/5/2013,6/6/2013,withdrawn,software developer,74200,,san diego,ca
tata consultancy services limited,6/5/2013,6/6/2013,withdrawn,software developer,74200,,san diego,ca
tata consultancy services limited,6/5/2013,6/6/2013,withdrawn,software developer,74200,,san diego,ca
tata consultancy services limited,6/5/2013,6/6/2013,withdrawn,software developer,74200,,san diego,ca
tata consultancy services limited,6/5/2013,6/6/2013,withdrawn,software developer,74200,,san diego,ca
tata consultancy services limited,6/6/2013,6/7/2013,certified,software developer,74200,,san diego,ca
tata consultancy services limited,6/6/2013,6/7/2013,certified,software developer,74200,,san diego,ca
tata consultancy services limited,6/6/2013,6/7/2013,certified,software developer,74200,,san diego,ca
tata consultancy services limited,6/6/2013,6/7/2013,certified,software developer,74200,,san diego,ca
tata consultancy services limited,6/6/2013,6/7/2013,certified,software developer,74200,,san diego,ca
tata consultancy services limited,6/6/2013,6/7/2013,certified,software developer,74200,,san diego,ca
tata consultancy services limited,6/6/2013,6/7/2013,certified,software developer,74200,,san diego,ca
tata consultancy services limited,6/6/2013,6/7/2013,certified,software developer,74200,,san diego,ca
tata consultancy services limited,6/6/2013,6/7/2013,certified,software developer,74200,,san diego,ca
tata consultancy services limited,6/6/2013,6/7/2013,certified,software developer,74200,,san diego,ca
tata consultancy services limited,6/6/2013,6/7/2013,certified,software developer,74200,,san diego,ca
tata consultancy services limited,6/6/2013,6/7/2013,certified,software developer,74200,,san diego,ca
tata consultancy services limited,6/24/2013,6/25/2013,certified,software developer,74200,,san diego,ca
tata consultancy services limited,6/24/2013,6/25/2013,certified,software developer,74200,,san diego,ca
tata consultancy services limited,6/25/2013,6/26/2013,certified,software developer,74200,,san diego,ca
tata consultancy services limited,6/27/2013,6/28/2013,certified,software developer,74200,,san diego,ca
tata consultancy services limited,6/27/2013,6/28/2013,certified,software developer,74200,,san diego,ca
tata consultancy services limited,7/10/2013,7/11/2013,certified,software developer,74200,,san diego,ca
mastech inc a mastech holdings inc company,2/4/2014,2/4/2014,certified,software developer,74235,89235,richmond,va
ntt data inc,6/25/2014,7/3/2014,certified,software developer,74256,120000,bloomington,il
ibm corporation,11/22/2013,5/22/2014,certified,software developer,74298,109400.4,san jose,ca
truecar inc,3/19/2014,9/17/2014,certified,software developer,74298,75000,goleta,ca
mastech inc a mastech holdings inc company,4/14/2014,4/14/2014,denied,software developer,74298,89298,high point,nc
mastech inc a mastech holdings inc company,4/16/2014,4/16/2014,certified,software developer,74298,89298,high point,nc
mastech inc a mastech holdings inc company,8/15/2013,8/15/2013,certified,software developer,74298,89298,high point,nc
ntt data inc (formerly keane inc),8/7/2013,10/2/2013,certified,software developer,74300,120000,richmond,va
mastech inc a mastech holdings inc company,2/7/2013,2/7/2013,certified,software developer,74381,89381,colorado springs,co
ntt data inc,3/11/2013,9/10/2013,certified,software developer,74381,110000,colorado springs,co
cfa institute,7/11/2014,10/1/2014,certified,software developer,74422,,charlottesville,va
delcan corporation,3/4/2014,9/3/2014,certified,software developer,74464,,schaumberg,il
newgen software inc,1/3/2014,6/1/2014,certified,software developer,74476,74476,long island city,ny
globe wireless llc,3/7/2013,9/5/2013,certified,software developer,74500,,palm bay,fl
cloudquest technologies llc,8/30/2013,10/29/2013,certified,software developer,74500,84500,bloomington,il
newgen software inc,3/26/2013,9/25/2013,denied,software developer,74588,74588,the woodlands,tx
newgen software inc,3/26/2013,9/25/2013,denied,software developer,74588,74588,the woodlands,tx
newgen software inc,4/1/2013,9/25/2013,certified,software developer,74588,74588,the woodlands,tx
newgen software inc,4/1/2013,9/25/2013,certified,software developer,74588,74588,the woodlands,tx
mastech inc a mastech holdings inc company,6/24/2014,6/24/2014,certified,software developer,74589,89589,columbia,sc
graviton consulting services inc,9/25/2012,10/1/2012,certified,software developer,74589,,sacramento,ca
optimantra inc,5/14/2014,6/2/2014,certified,software developer,74600,,washington,dc
tech mahindra (americas)inc,11/13/2014,11/13/2014,certified,software developer,74630,,atlanta,ga
eagerpanda inc,12/22/2014,12/23/2014,certified,software developer,74630.4,,portola valley,ca
itech us inc,9/23/2013,9/23/2013,certified,software developer,74672,,green bay,wi
